Unnamed: 0,19-01,19-02,19-03,19-04,19-05,19-06,19-07,19-08,19-09,19-10,19-11,19-12,20-01,20-02,20-03,20-04,20-05,20-06,20-07,20-08,20-09,20-10,20-11,20-12,21-01,21-02
lubna,,35,,,45,,40,71,71,,,,,50,,,,,,,,,,,,
shanin,,35,26,43,,56,55,,39,,,,67,50,40,,,,,,,,,,,
seetha,,36,43,,,,,,71,,73,69,,,,,,,,,,,,,,
click,,36,33,42,45,,49,38,33,41,31,60,50,34,96,,,,,,,,,73,,
sprays,,36,,64,45,53,87,87,38,92,,96,91,89,95,,,,,,,,,81,,
anne-sophie,,36,53,53,45,41,46,,71,54,,,,,,,,,,,,,,,,
bijoux,,36,100,,,85,43,92,88,80,,51,64,70,,,,,,,,84,,,,
ulrik,,36,,70,71,,72,,55,,,,,,,,,,,,,,,,,
napkins,,36,31,34,59,51,25,55,32,37,46,44,,,74,,,,,,70,,58,,47,
bart,,36,42,22,28,43,53,21,24,44,35,32,68,40,40,,,71,,63,,,,,61,
지하철,,36,41,,,40,45,56,53,,43,43,50,32,74,,,,,,,,,,,
parlour,,36,78,,,98,53,,97,83,,,,,68,,,,,,,80,,,,
ornella,,36,,54,,,56,80,55,,,,,,,,,,,,,,,,,
dreadful,,36,51,35,96,58,51,88,59,32,34,52,56,95,60,,,,43,,94,,,,64,
oxana,,36,31,38,73,37,39,63,,,52,,42,22,41,,,62,,39,65,,,98,,
sixth,,36,,70,40,41,33,87,61,63,,75,32,93,56,,,,,69,76,85,,,,
ves,,37,55,,,,48,,87,,75,,,,,,,,,,,,,,,
hardwood,,37,30,44,34,78,43,22,45,48,,55,,,82,,,,,,77,,47,,,
closeness,,37,24,25,21,27,20,26,27,25,25,31,37,33,40,67,,,,80,,,,88,,
crawling,,37,38,42,39,37,23,49,24,51,38,31,47,36,,,,,80,61,82,58,78,,,
benefited,,37,101,49,72,63,26,43,99,37,43,47,56,100,,61,,,,,,,,71,,
dusting,,37,45,94,62,63,66,54,47,75,36,97,98,,75,,,,,,,,,,,
niaz,,37,58,40,48,31,49,59,48,30,,,,,,,,,,,,,,,,
dissapointed,,37,27,56,46,42,33,38,44,31,44,34,30,42,91,,,,,,98,92,86,80,,
comparing,,37,60,34,46,33,30,44,22,32,61,,39,51,93,98,,,,82,,,,79,67,
debora,,37,81,26,32,20,31,58,26,59,27,39,58,45,44,,,,,,86,,92,,,
string,,37,,89,95,59,36,43,49,,36,55,54,,,,,,,,70,,97,,98,
rollo,,37,34,,58,34,34,37,47,42,39,87,46,72,71,,,,,,,,,,,
훨씬,,37,53,55,85,88,40,70,,75,89,,,41,,,,,,,,,,,,
spaciousness,,37,46,27,31,25,27,28,35,37,32,34,50,64,34,88,,,,96,,35,98,56,70,
notify,,37,84,58,34,25,30,42,32,30,45,33,84,42,66,75,,,68,,32,,49,,,
eryka,,37,57,,58,42,78,77,47,,78,,,,,,,79,64,68,,40,,,,
christalene,,37,29,46,58,60,37,,58,41,78,75,,,42,,,,,,68,,,,,
guestroom,,37,80,33,,53,55,77,41,52,65,,,,,,,,,66,,,,,,
pigeons,,37,,52,36,29,35,26,25,58,55,47,53,82,52,84,,,68,,,57,,,,
ilan,,37,78,,79,,,,,,,,,,,,,,,68,,,,,,
elen,,38,,,,,,,,,,,90,64,,,,,,,,,,,,
shariful,,38,40,48,63,87,67,51,37,51,,,,,,,,,,,,,,,,
lingered,,38,,,,54,66,76,97,,,77,87,76,84,,,,,,,86,,,,
unused,,38,,33,74,43,37,32,41,39,,40,65,57,,,,,96,84,64,,39,,72,
뜨거운,,38,71,,59,86,,,81,,,,96,,,,,,,,,,,,,
물이,,38,,,,,77,75,81,,,,,,,,,,,,,,,,,
danya,,38,59,29,82,43,42,80,48,48,59,,56,,,,,,,,,,,,,
41,,38,,76,,49,35,59,,85,,,,,,,,,,,,,,,,
eleni,,38,69,33,,40,40,51,35,45,44,79,41,66,,,,,,,,72,,,,
lellie,,38,40,85,,,,,49,,,58,,,,,,,,,,,,,,
jass,,38,60,40,85,84,50,,42,,60,80,79,78,,70,,,,73,73,,,,70,
millie,,38,64,26,39,36,15,27,18,29,18,41,40,27,25,,,,,86,,29,,54,,47
vikram,,38,60,98,85,51,,,,80,,,,,,,,,,,,,,,,
faramarz,,38,63,61,,,,,,,,,,,,,,,,,,,,,,
convince,,38,45,39,30,28,34,33,28,30,38,35,27,59,86,96,,,48,,,,,71,,75
tivemos,,38,,,97,,,74,,,,,,,,,,,,,,,,,,
zimmer,,38,,25,80,34,74,29,33,44,87,,,,,,,,,,,,,,,
kamran,,38,34,98,35,37,97,28,25,42,,96,,83,,,,,,,,,,,,
brando,,38,35,,93,93,91,50,37,63,,,,,,,,,,,,,,,,
tommaso,,38,39,,,60,31,42,65,41,,,73,,69,,,,,,,,,,,
biswas,,38,63,64,65,,,,97,,49,,,90,88,,,,,,,,,,,
eithne,,38,48,96,37,31,34,,30,63,40,86,46,,83,,,,,,,,,,,
amal,,38,,,99,,,45,,43,,64,92,61,71,,,,,,,,54,,54,
norma,,39,64,35,62,34,,,,51,,,63,,21,,,,,,,,,,,
cheeses,,39,,47,67,68,36,66,98,44,59,,,61,,,,,,,,,,,,
olives,,39,,,44,,,84,,,,,69,62,,,,,,,,,,,,
nay,,39,61,,70,,,,,,,,,,,,,,,,,,,,,
dishonest,,39,94,40,43,48,41,93,33,,63,37,95,41,56,31,52,60,,,58,56,,97,39,
penguins,,39,64,,66,,,,,52,,,,62,,,,,,,,,,,,
bamboo,,39,,65,,81,43,51,84,94,,95,63,47,,,,,,,,,,65,,
medellin,,39,,,66,53,,67,,,,,,,,,,,,,,,,,,
reign,,39,,,52,,53,,,,53,98,,,76,,,,,,,,,,,
mt,,39,81,63,65,58,44,86,67,98,,,43,56,,,,,,96,,,,,,
neibourhood,,39,65,33,34,40,39,57,54,43,43,37,,81,,,,,,,,,,,,
collections,,39,57,33,52,53,92,29,45,43,51,,58,59,,,,,,45,87,75,,,,
room/apartment,,39,60,63,100,65,96,58,,52,33,82,,,,,,,,69,,,,,,49
renja,,39,49,65,,53,38,67,37,52,40,,39,,38,,,,,,59,,57,58,,
edible,,39,,66,,,85,,,,53,,,,,,,,,,,,,,,
positivity,,39,,99,56,,53,,,,,,65,80,69,,,,,,,45,,,,
laughs,,39,49,33,28,39,49,31,38,32,87,41,39,88,,31,,,,,87,81,,,,
toured,,39,53,60,27,36,93,53,62,52,,33,34,,58,,,,,,,,,,,
slap,,39,38,78,,,45,93,52,42,48,71,87,85,,,55,,,,42,,64,78,45,
me.i,,39,,75,,96,69,,78,,,,49,94,,,,,,,,,,,,
offerings,,39,36,38,30,30,35,39,31,27,33,34,31,31,,53,,,,94,38,,,,,
waterfall,,39,52,41,42,29,35,38,31,19,29,32,,28,62,,,,,34,,,,,,
gusto,,39,81,66,,50,,80,,90,,,,,,,,,,,,,,,,
workings,,39,62,,,59,41,73,38,38,59,84,78,94,57,,,,,,,,,,,
heritage,,39,53,49,48,54,54,70,38,23,49,36,46,40,90,,,,,,,,,,,
amaia,,39,65,50,,,,,67,,,65,,,47,,,,,,,44,,,,
heels,,39,88,81,93,72,80,77,88,49,,,,,81,,,,,,83,,,,,
go/eat,,39,65,75,,,,67,,,,,,,,,,,,,,,73,,,
genius,,39,50,76,66,60,65,70,54,61,64,83,,77,51,,,,82,,,88,79,,,
shifted,,39,,,49,43,75,45,93,51,98,96,,,,,,,,,,,,,,
backdrop,,39,,,77,64,38,51,56,38,53,49,,,,,,,,,74,67,,99,,
weighing,,40,92,,,100,99,,58,,,,,,,,,,,,,,,70,90,
avoiding,,40,38,55,48,35,26,32,28,49,33,38,42,36,73,,,,,57,,45,65,95,,
outset,,40,85,52,31,31,29,42,26,40,,62,62,90,38,45,95,,,,,60,,,,67
lorena,,40,32,33,38,24,20,19,18,17,12,11,10,12,17,51,,,89,36,44,,,55,,
hiring,,40,59,95,63,43,94,65,47,101,,,48,,94,,,,,51,,70,,,,
dayse,,40,60,84,26,24,23,41,26,99,,91,27,39,,,,,,,,34,,,,
reviewer,,40,28,32,24,21,27,29,26,28,34,39,46,23,85,99,,,,,48,48,,89,,
reccomendations,,40,57,83,61,45,59,53,54,70,,90,,42,79,,,,,,87,,,,,
michela,,40,42,80,80,45,53,38,91,,,41,75,38,,,37,,,,,51,,99,54,
pascal,,40,66,51,65,95,34,25,38,27,33,63,49,65,,,91,,,63,,,,,,
maggi,,40,66,42,52,69,39,38,31,34,70,,28,65,64,,,,,,,,,,,
egle,,40,,,,45,69,,,98,,50,,,64,,,,,,,,,,,
heals,,40,,,,87,,76,,57,,84,,,92,,,,,,,,,,,
toes,,40,39,51,48,54,50,86,55,39,82,47,,,89,,,,,,,,,86,,
beard,,40,,,72,,76,,82,,,88,98,80,,,,,,82,,,,,,
60,,40,27,20,21,23,23,18,21,25,32,17,30,45,60,97,,,,100,,83,,,56,
gutted,,40,58,54,44,,,93,85,96,39,86,,,34,,,,,85,,71,68,,,
bus/,,40,36,50,37,40,47,51,42,74,,47,98,79,,,,,,,71,,,,101,
hotel-style,,40,55,55,58,,62,,44,,64,48,96,32,,,,,,,76,,,,83,
scale,,40,35,23,35,31,33,23,30,24,29,30,27,,43,89,,,,76,,36,,,,
chefs,,40,54,68,,58,98,,67,,69,69,51,,99,,64,,,72,,,,,,49
spontaneous,,40,51,35,64,59,44,31,40,36,64,101,,80,,,,,,72,,78,,,,
manged,,40,,,,,98,,77,,,,,,,82,,,,,,,,,,
impolite,,40,,97,,85,50,63,45,44,71,92,92,,93,,,,,,75,,,,,
portebello,,40,,52,47,69,39,53,47,48,77,56,62,,,,,,,,,,,,,
cofee,,40,,,47,41,52,55,41,54,39,76,61,,77,,,,,,47,,81,,,
shirt,,40,,43,48,28,27,68,32,29,57,36,45,38,47,,,,,66,,,,90,,
vase,,40,42,94,31,30,43,92,32,44,49,53,62,48,31,,,,,,48,79,,68,,
wowed,,40,,,52,85,98,51,69,,,,,,78,,,,,,,,56,78,,
ballroom,,40,42,,44,45,,,44,53,55,97,,57,,,,,,,,,,,,
곳,,40,,,,55,,,,,,62,66,,,,,,,,,,,,,
분들도,,40,,,,,,,70,,,,49,69,,,,,,,,,,,,
intersection,,41,62,40,36,30,29,22,40,50,44,44,43,58,,,,,,95,,,,,63,
beccy,,41,64,,,48,35,38,,,,,,,,,,,,,,,,,,
spicy,,41,79,80,54,,57,72,,,,61,45,,99,,,,,,,,,,,
valentines,,41,,,86,,,,,,,,,30,,,,,,,,87,,,,
nighter,,41,,65,83,,58,90,,,,,,,85,,,,,,,82,,,,
1:00,,41,55,85,57,82,54,57,,87,61,60,72,,90,,,,,,,,76,,95,
maurice,,41,,,70,,62,37,39,29,56,54,89,31,,,,,55,49,,92,42,,88,
handheld,,41,92,37,32,36,34,35,31,36,60,46,,58,85,84,,,,51,,,,91,65,
caffeine,,41,52,69,86,98,,58,98,91,,,68,,,,,,,,,,,,92,
adopted,,41,99,,,80,,82,,,,,90,,,,,,,,,94,,,,
anj,,41,69,69,,,45,70,54,,,,,,,,,,,,,,,,,
cleu,,41,37,30,70,55,71,70,,54,,52,,,,,,,,,,,,,,
stay.very,,41,77,,63,48,,,80,,,,,,,,,,,,80,,,,,
cherie,,41,95,31,57,33,32,43,36,37,100,75,48,31,,,,,33,,,,,,,
puregym,,41,,87,,,,71,,,,,,,,,,,,79,,,,,,
restaraunts,,41,,88,43,93,59,39,,66,100,75,58,,,,,,,,,,97,,,
breakfast-,,41,70,,,73,70,45,,,,97,,,82,,,,,,,,,,,
empathetic,,41,,,55,54,51,,83,101,,51,77,,51,,,,64,85,89,,,,45,
dorothée,,41,,,,,,,,,60,,,32,,,,,,,,,,,,
bodies,,41,60,65,99,35,83,61,81,58,,41,54,93,,,,,,,,,,,,
relieved,,41,33,34,49,32,27,25,26,31,32,38,84,54,33,,,,61,62,,,,75,86,
discret,,41,44,81,60,94,90,35,,62,90,58,,,92,,,,,,,,,,,
fábio,,41,73,,,,85,,,,,,,,,,,,,,,,,,,
verbal,,41,41,,,73,,,72,,,,89,,,93,,,,,,,,,,
stank,,41,87,34,58,79,63,63,30,27,64,57,46,49,,,,59,69,,,97,,,,
occupying,,41,,23,63,33,48,54,46,45,87,45,62,60,50,,,62,,,100,,,,,
pre-arranged,,41,,,,,44,87,73,93,70,100,,71,,,,,,,,,,,,
scarce,,41,37,81,48,65,92,59,86,63,44,45,61,92,,,,,,54,,,,,93,
clockwork,,41,85,56,37,,64,62,,55,41,,,43,,,,,,,65,77,,,,
to-,,41,65,60,53,,,,,79,,81,,71,,,,,,,,,,,,
laidback,,41,59,89,51,86,57,54,38,87,,58,,31,91,,,87,,,64,,75,,,
busstations,,41,83,66,,58,86,62,,78,,,66,100,,,,,,,,48,,,,
aldwyn,,42,70,,45,47,55,71,55,54,65,,,,,,,,,,,,,,,
thierry,,42,70,70,,,75,54,83,95,,52,45,50,,,,,,,,,,,,
servander,,42,,50,,73,72,67,,67,,,,,,,,,,,,,,,,
hedge,,42,37,53,71,41,55,39,71,54,45,,,,,,,,,,,,,,,
indulge,,42,,90,,90,48,99,87,,88,,,49,63,,,,,,62,,77,,,
katherina,,42,45,57,,47,28,76,55,54,73,74,51,,,,,,,63,38,,,,,
lucille,,42,33,38,29,30,30,30,35,28,38,69,26,25,34,,,,77,38,,,,,,
antonina,,42,70,71,,73,46,55,71,,,,,52,,,,,,,,,,,,
universities,,42,84,37,90,84,101,77,52,50,79,57,,64,,,,,,,49,,71,,57,
bathtube,,42,40,55,100,,,51,49,49,48,59,,,,,,,98,,,,,97,,
admitted,,42,98,35,61,29,88,47,40,25,51,,47,41,70,,,,39,,55,65,,42,,
marathon,,42,30,4,17,,70,88,35,55,65,49,88,,40,,,,,,,,,,,
zaber,,42,,,72,47,56,,,,,,,,66,60,,,,,,,,,61,
screw,,42,99,45,88,46,33,34,47,35,,48,38,46,52,,,,,,32,97,,,,
tonight,,42,55,86,97,85,57,54,,,,89,88,,61,,,,98,,,,,,,
masana,,42,71,71,,,,,,,,,,,,,,,,,,,,,,
becks,,42,71,38,32,,56,,79,,38,70,42,44,,,,,,,,,,,,
laminate,,42,56,76,60,48,47,47,46,100,82,46,,38,,,,,,,,,,,,
youngsters,,42,63,,51,61,93,64,95,,,58,43,56,91,,,,,,85,,,,,
jimi,,42,82,,73,,,,,66,64,81,36,64,47,,,,89,64,,,,,,
fave,,42,42,91,,,65,47,47,,84,93,63,,49,,,,,,,47,,,,
judging,,42,57,55,39,42,65,41,49,29,51,95,,49,77,,,,,,,,,82,69,
mayur,,42,44,,32,27,47,40,26,36,,64,63,100,61,,,,,,,66,,,,
restuarant,,42,90,,,,59,,95,,77,,,79,,,,,,,,,,,,
banner,,42,,64,55,74,69,,,61,74,,,51,68,,,,,86,44,32,,,,
epping,,42,83,38,,47,36,67,38,45,,60,97,95,60,,85,80,43,,48,,,67,80,62
ethics,,43,87,,,,,,96,93,,40,,,69,,,,,,74,,,,,
scammed,,43,40,,,49,49,90,33,39,92,54,88,72,,98,,,83,44,58,,89,,66,
purple,,43,,58,69,,53,56,46,,73,51,,70,,,,,,,,,,,,
temper,,43,,87,,51,,53,49,42,,,71,,69,,,,,,,,75,,,
stow,,43,61,54,30,42,36,,82,33,,37,94,68,44,,,,,80,,,,50,,
hairdryers,,43,36,57,38,,28,30,33,48,29,101,29,53,58,,,,,,83,45,,101,,85
cuter,,43,50,,60,76,57,85,39,43,,53,58,85,75,,,,79,,62,,,,,
billies,,43,55,58,32,76,58,74,89,,,56,71,42,69,,41,,,,,77,,,,57
reactions,,43,58,52,,84,46,57,90,54,99,75,67,,,,,,,,,,,,,
broadband,,43,34,55,63,91,34,36,29,40,43,57,36,36,36,44,,80,77,78,,22,26,97,22,
azim,,43,92,92,75,42,89,74,40,36,45,54,,70,,,,,,,59,,,,,
suffered,,43,53,34,37,34,24,36,30,50,44,58,98,36,59,,,,,44,40,,,,91,
izabela,,43,,74,75,58,58,47,40,65,75,,71,,,,,,,,,,,,,
2weeks,,43,,78,,,,56,,82,,,70,,,,,,,,,,,,98,
cafeterias,,43,45,39,75,,56,95,,44,53,54,85,83,,,,,,,,95,,,,
hana,,43,34,23,40,42,41,30,40,,,,,,,,,,,,99,,,88,,
quiete,,43,50,36,,62,67,49,30,,57,37,45,92,85,,,,,,,,,,,
excell,,43,61,33,62,47,,50,101,41,44,,,47,,,,,,,,,,,,
fil,,43,,49,,,55,,,,,,,,90,,,,,,,,,,,
cozier,,43,41,85,,99,,57,45,44,88,56,49,55,,,63,,,,63,,,63,,
recoomend,,43,,,,,,,82,91,,,,,,,,,,,,,,,,
session,,43,21,25,33,32,29,31,31,24,68,40,48,49,46,39,38,26,,,56,38,98,,,
thanos,,43,75,45,57,51,58,66,33,43,,48,38,61,59,,,,,,,,,,,
2-bed,,43,78,,87,,85,50,95,67,,,71,,,,,,,58,,,,,,
rolf,,43,,92,,,,47,28,,,83,72,,,90,,,,,40,39,,74,,
rowena,,43,,,90,,,76,86,67,,71,36,,,,,,,,67,,,,,
towers,,44,56,95,61,31,46,58,36,42,,44,44,52,43,,62,,,,93,,,,,
snakes,,44,,,66,,83,90,,,,,,,,,,,,,,,,,,
사용할,,44,43,,,,,,,,55,,52,89,,,,,,,,,,,,
demanding,,44,44,47,21,46,32,29,29,30,48,33,49,44,84,73,,,,78,84,,,50,48,
gaff,,44,49,,53,84,70,,,96,100,80,53,60,,,,,98,,59,68,,,,
billed,,44,94,55,98,,91,79,62,57,80,99,,54,,,,,,93,,90,,,,
died,,44,63,56,38,30,31,57,28,50,41,33,58,46,98,,,,42,,,48,,52,,
전혀,,44,52,77,,39,59,,69,68,50,90,53,,,,,,,,,,,,,
bulldog,,44,,,94,61,42,86,43,48,93,75,,,,,,,,,,,,,,
notification,,44,81,,64,34,64,44,30,36,43,46,62,60,,,,,,,,57,,,94,
creeping,,44,,80,,,94,,100,,,,,,,,,,,,,,,,,
tamsin,,44,39,25,36,50,31,76,72,,,70,,,94,,,,,82,51,,,,,
self-checking,,44,,,78,46,95,,54,,,,87,,,,,,56,75,,,,,51,
milos,,44,86,,81,91,43,59,37,81,80,56,45,88,,,,,,,,,,,,
obliged,,44,52,39,91,63,30,38,57,60,79,,44,73,,,,,,64,,,58,78,,
sion,,44,76,,77,96,,76,75,84,,,,,,,,,,,49,,,,,
laptops,,44,60,53,35,39,46,36,39,64,88,75,74,45,,,,,,52,,32,,,93,
moiz,,44,78,35,59,79,60,59,41,,,56,,,72,,,,,,,,,,,
constructions,,44,,76,48,66,,42,37,92,48,42,89,32,,,,,,,,68,72,,,
++++++++,,44,84,,,,,,,,,,,,58,,,,,,,,,,,
fanatic,,44,94,,,89,69,,59,61,75,80,91,93,94,,,,,,54,,,,,
mauri,,44,,58,,,80,78,,,65,,,,,,,,,,,,,,,
sucked,,44,,60,40,62,39,45,61,39,54,,91,,52,,,,,,,,,,,
rip,,45,97,44,48,53,30,59,25,41,74,68,,90,52,80,,,,,78,,,,,
vibrating,,45,71,,,55,49,82,39,,56,48,,94,91,,,,,,,,,,,
virtual,,45,,,46,,41,62,64,36,43,78,,42,92,55,55,,,,69,89,,38,95,
sylvie,,45,59,23,33,34,42,49,36,36,32,83,50,,47,,,,,,68,,,,,
brandon,,45,48,95,,,46,90,70,65,,,100,,,,,,,,,,,,,
ser,,45,,88,71,58,,,85,45,,,,,95,,,,,,,,,,,
abigail,,45,65,66,29,35,36,28,30,39,49,31,36,60,53,,51,,54,,,,62,68,,61
hubby,,45,68,43,59,49,82,44,39,60,57,,,,,,,,,62,,,,76,93,
vor,,45,,39,101,45,55,78,78,73,,,,,,,,,,,,,,,,
allem,,45,74,61,101,,,78,81,73,,,56,,,,,,,,,,,,,
aber,,45,68,21,56,,,30,59,66,,,,,,,,,,,,,,,,
auch,,45,,18,101,55,55,39,49,27,,66,,,,,,,,,78,,,,,
nähe,,45,,,,,75,54,59,79,83,66,92,,,,,,,,,,,,,
auf,,45,,32,,55,70,35,60,35,,,,,72,,,,,,,,,,,
sojourn,,45,48,94,75,93,,44,,75,,,,68,,,,,,,,,,,,
yasmine,,45,37,62,41,23,24,33,26,27,40,,39,46,45,31,,,,,71,,,,,
internship,,45,41,28,52,53,31,16,25,34,41,98,,40,39,,,,,47,,,,61,,
fy,,45,97,58,52,47,48,79,58,54,,,99,57,67,,,,,,,75,,,,
lanes,,45,29,91,28,24,33,87,24,25,36,56,35,55,39,,,,,98,67,45,,,81,
you´re,,45,93,72,74,74,94,58,97,86,82,,,69,,,,,,,,,,,,
sa,,45,,,60,,93,41,85,72,,,73,,,,,,,,,45,,,,
christos,,45,29,41,65,34,34,99,28,28,36,48,45,47,,82,,,,,75,56,,,38,50
urged,,45,81,,,,,87,82,,,92,,71,47,,,,,,,,,,,
waty,,45,59,,41,31,61,,48,59,59,58,56,77,,,,,,51,,,,,,
verbally,,45,92,90,40,81,43,33,98,91,63,,,,93,,,,,,,87,,50,64,
ayse,,45,,,,85,43,,,,,,39,,,,,,,,,,,,,
donal,,45,48,84,84,62,83,,,,,,,,,,,,,,,,,,,
subsidized,,45,,,,80,,76,,,,71,,71,,,,,,,,,,,,
alisa,,45,57,,,,37,63,,59,81,99,38,,93,,,,,59,31,,92,74,,
shoulder,,45,,,64,,,90,73,49,53,,61,43,93,,,,,,,,,,,
sealing,,45,77,,59,,,,65,,,88,,,92,,,,,,,92,,,,
misread,,45,67,39,40,,59,73,63,66,,,,69,,,,,,,50,,,,,
duarte,,45,,,,38,86,,,,,,,,,,,,,,,,,,,
diy,,45,55,90,34,65,36,46,34,27,78,42,32,84,51,,,,,95,,,,,,
blunt,,45,84,91,64,,,46,33,61,,87,81,55,37,,,,,61,,,,,,
ferdinand,,45,,,,,,,,,49,63,,,,,,,,,87,,,,,
kyaw,,45,,,36,85,43,61,42,60,83,,45,79,,,,,,,,,,,,
dependent,,45,59,53,24,32,36,39,49,47,88,101,97,48,85,,,,,,70,46,42,,,
workplace,,46,45,58,98,37,44,39,45,70,41,,,73,96,65,,,,,63,88,,,,98
pax,,46,61,,39,83,37,30,49,29,35,21,33,47,50,,,,,,,,,,,
ama,,46,86,49,62,43,43,65,42,51,41,,39,,,,,,,,,,,,,
coziest,,46,46,94,58,35,77,46,99,45,45,41,32,42,74,,,,,,,,88,,,
timea,,46,35,48,49,,,,99,,,,,,,,,,,,,,,,,
disponible,,46,34,49,59,75,76,40,79,58,41,62,58,52,60,,,,,81,,,,,,
tiling,,46,79,,,78,61,91,100,54,,70,77,60,,,,,,,,,,,,
coisas,,46,64,,,70,,93,,,,,,,,,,,,,,,,,,
uma,,46,49,50,60,55,63,81,39,64,,71,51,38,,,,,,,39,,49,,,
alessia,,46,77,40,49,37,42,62,77,84,,42,50,,39,,,,,,38,,,38,,
unnoticed,,46,51,53,53,76,90,47,57,45,,85,80,48,,,,,,98,69,,67,,,
maky,,46,48,,,,87,,,61,,,,,,,,,,,,,,,,
ahsan,,46,89,90,,,99,95,97,,,,,,,,,,,,,,,,,
viel,,46,,,,71,,70,79,53,,,,,,,,,,,,,,,,
dort,,46,,,101,46,88,,,99,,,92,,100,,,,,,,,99,,,
isolate,,46,61,89,,49,68,,,84,45,84,,,31,92,25,97,47,30,28,37,28,55,19,37
fake,,46,52,31,41,35,33,26,28,25,92,29,38,42,76,76,70,59,38,44,55,78,,64,32,
inna,,46,40,22,33,25,36,21,37,26,35,83,,39,,,,,,,,,,,,
vics,,46,,,90,53,,,86,83,,39,,,82,,,,,,,71,,,,
secil,,46,90,,,89,64,,86,,48,60,,,,,,,,,,,,,,
utter,,46,59,81,,44,,,34,32,98,55,75,59,,,,,,,,51,,,,
curt,,46,34,63,28,43,64,,49,31,61,,34,,70,,,,,61,,,,,,
tribe,,46,97,96,,,,,64,,,,,,,,,,,,,,,,,
smiley,,46,58,37,81,45,50,40,53,45,49,,74,35,60,,,,,,91,78,,86,,69
했는데,,46,,,89,54,49,,70,,95,70,64,98,,,,,,,,,,,,
graffiti,,46,37,25,25,27,24,33,24,40,47,58,29,32,,,,,,,,,,,,
mintues,,46,,,80,,44,,78,,86,54,,51,97,,,,,,,,,,,
ami,,46,92,,,,,33,65,51,,,,,,,,,,,,,,,,
klaudija,,46,92,61,,90,89,42,33,49,,,,,,,,,,,,,,,,
germans,,46,,43,,71,93,80,,58,,,,,,,,,,,,,97,,,
yeimi,,46,62,63,,52,,87,,84,61,84,,,,,,,,,,,,,,
yackson,,46,32,63,,90,65,,42,100,35,,,83,,,,,,,,,,,,
isleworth,,46,,73,30,62,39,71,54,56,87,,,49,40,62,,,65,,55,,,,,
vasuki,,46,,63,,52,,,,,,,,,,,,,,,,,,,,
roderick,,46,93,49,92,91,65,,,,,,,,,,,,,,,,,,,
weekendtrip,,46,87,44,,,92,94,,,58,79,,,,,,,,,,,,,,
reena,,46,48,94,50,91,,88,63,85,,47,84,,52,76,,,,35,79,78,51,,,
pizzas,,46,59,33,65,26,55,52,38,48,37,62,47,68,70,,,,,,,,,,,
곳은,,46,79,,100,,,,77,,54,,,,,,,,,,,,,,,
가능합니다,,46,,,,,,,84,,83,,,,,,,,,,,,,,,
moni,,46,,49,93,40,,89,88,42,35,68,46,46,83,,,,76,78,79,,,,51,
finchely,,46,,65,,87,,,,,,,,88,,,,,,,,,,,,
rosalind,,46,95,40,47,38,95,,72,57,,,55,62,,,,,,47,,64,,63,,
jom,,46,48,41,,,91,,,,,,,,76,,,,,51,,68,,66,,
cast,,46,39,,86,62,86,,59,44,72,60,55,42,,,,,,87,99,78,,,,
staycation,,46,52,,94,,76,,59,43,33,,99,87,57,84,,49,27,18,31,22,65,42,40,87
eral,,46,,95,94,,,,,,,,,,,,,,,,,,,,,
barak,,46,,,,,43,,,50,66,,85,,,,,,,,,78,,,,
waseem,,46,,,,,,63,,,,62,,,,,,,,,,,,,,
vio,,46,100,,,25,43,42,93,63,,,,,,,,,,,,,,,,
zora,,46,96,48,42,44,92,,,,,,,,,,,,,,,,,,,
mael,,46,,,,,,90,,,,,,,57,,,,,,54,,,,,
reiss,,46,,96,50,93,,,,,,86,85,,,,,,,,,,,,,
arathi,,46,,,,,,,,,,,,,,,,,,,80,,79,,,
mayank,,46,,,94,,,98,96,,51,,85,,,,,,,,,,,,,
cc,,46,,,43,54,,,91,101,98,,,,74,,,,,,,,,,,
ziad,,46,32,49,50,,67,,91,,,,,,,,,,,,,,,,,
eilidh,,47,52,,,,101,,,,,,,,,,,,,,80,78,,76,76,
gigantic,,47,32,59,32,38,51,45,,43,42,59,,59,90,,,,,,101,65,84,,,
75,,47,41,71,76,37,28,34,43,32,36,99,91,58,32,94,61,,,,,,,,98,
crepe,,47,,,,,101,60,83,54,,,,,,,,,,,,,,,,
wedged,,47,,,44,,36,,49,,,63,59,79,68,,,,,98,71,,,,,
fulfilling,,47,60,,92,59,57,79,40,45,,69,,51,72,49,,,,,,,,,,
blessings,,47,76,98,99,,93,65,50,80,68,99,63,42,99,,,,,,,,,,76,
bundle,,47,79,58,,47,,49,47,91,57,44,,,77,,,,,,90,,,,,
yevgeniy,,47,64,49,,52,,51,,,,49,63,,,,,,,,44,,89,,86,
attracting,,47,,,,,74,,,70,,,,82,,,,,,,,,,,,
sir,,47,41,47,49,41,,44,43,61,97,44,90,,68,,,,,,73,79,,,,
instantaneous,,47,,58,57,84,66,43,43,56,36,,61,42,65,,,,79,,,97,,,,
4.45,,47,,,,,,,,,94,,,83,,,,,,,,,,,,
pre-booked,,47,,,,62,,73,94,62,,,,,,,,,,,,,,,,
bigben,,47,61,,56,,66,56,41,,67,,62,82,,,,,,,,,,,,
cuddliest,,47,,,92,55,,,86,71,49,,,90,89,,,,,,,,,58,,
living/kitchen,,47,29,61,62,40,35,72,46,79,75,,67,45,,,,,,88,,,,,,
